name,category,province,regency,latitude,longitude,qid,images
Danau Towuti,danau,Sulawesi Tengah,Poso,-2.76258,121.52232,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Towuti_Danau_2019-09-09_Sentinel_2_SR.jpg/960px-Towuti_Danau_2019-09-09_Sentinel_2_SR.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Towuti%20Danau%202019-09-09%20Sentinel%202%20SR.jpg?width=800
Danau Singkarak,danau,Sumatera Barat,Tanah Datar,-0.6135,100.5393,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Danau_singkarak_2.jpg/960px-Danau_singkarak_2.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Singkarak.jpg?width=800
Danau Dibawah,danau,Sumatera Barat,Solok,-1.010556,100.729444,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Lake_Dibawah.jpg/960px-Lake_Dibawah.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Dibawah.jpg?width=800
Danau Diatas,danau,Sumatera Barat,Solok,-1.0781,100.7543,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Danau_Di_Atas_Kabupaten_Solok.jpg/960px-Danau_Di_Atas_Kabupaten_Solok.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Diatas.jpg?width=800
Danau Ranau,danau,Sumatera Selatan,Ogan Komering Ulu,-4.8674,103.93226,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Gunung_dan_Danau.jpg/960px-Gunung_dan_Danau.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Ranau.jpg?width=800
Rawa Pening,danau,Jawa Tengah,Kota Magelang,-7.283333,110.433333,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Rawa_Pening_Central_Java.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Rawa%20Pening%20Central%20Java.jpg?width=800
Telaga Warna,danau,Jawa Barat,Cianjur,-6.7025,106.99639,,
Danau Matano,danau,Sulawesi Tengah,Poso,-2.4714,121.3298,,https://upload.wikimedia.org/wikipedia/id/thumb/e/e8/Pantai_Salonsa_-_Danau_Matano.JPG/960px-Pantai_Salonsa_-_Danau_Matano.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Matano%20Sunset.jpg?width=800
Setu Babakan,danau,DKI Jakarta,Jakarta Selatan,-6.341667,106.823889,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Setu_Babakan.jpg/960px-Setu_Babakan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Danau%20Setu%20Babakan.jpg?width=800
Situ Patenggang,danau,Jawa Barat,Bandung,-7.166944,107.358056,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Junghuhn_See_Telaga_Patengan_auf_Java.jpg/960px-Junghuhn_See_Telaga_Patengan_auf_Java.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Junghuhn%20Telaga%20Patengan.jpg?width=800
Danau Aek Natonang,danau,Sumatera Utara,Toba,2.564722,98.883889,,
Situ Bagendit,danau,Jawa Barat,Garut,-7.160833,107.941389,,https://upload.wikimedia.org/wikipedia/commons/e/e4/Bagendit.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Balong Keramat Darmaloka,danau,Jawa Barat,Kuningan,-7.001708,108.400922,,
Danau Bratan,danau,Bali,Buleleng,-8.272222,115.174167,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Ulun_Danu_Temple%2C_Bali%3B_June_2008.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Danau Buyan,danau,Bali,Buleleng,-8.245,115.123056,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Danau_Buyan.jpg/960px-Danau_Buyan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Danau Dampelas,danau,Sulawesi Tengah,Donggala,0.176944,119.848889,,
Danau Jempang,danau,Kalimantan Timur,Kutai Barat,-0.437778,116.191389,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Jempangbird.jpg/960px-Jempangbird.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Jempangbird.jpg?width=800
Danau Kerinci,danau,Sumatera Barat,Pesisir Selatan,-2.146,101.4882,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Danau_Kerinci_dari_Bukit_Kayangan.jpg/960px-Danau_Kerinci_dari_Bukit_Kayangan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Danau Lau Kawar,danau,Aceh,Aceh Tenggara,3.199167,98.380278,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Lau_Kawar_Lake.jpg/960px-Lau_Kawar_Lake.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Danau Limboto,danau,Sulawesi Utara,Kota Kotamobagu,0.584722,122.986389,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Danau_Limboto.JPG/960px-Danau_Limboto.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Menjaring%20asa.jpg?width=800
Danau Satonda,danau,Nusa Tenggara Barat,Sumbawa,-8.111111,117.748611,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Danau_Satonda.jpg/960px-Danau_Satonda.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Danau Sentarum,danau,Kalimantan Barat,Kapuas Hulu,0.85,112.1,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Danau_Sentarum_2006.jpg/960px-Danau_Sentarum_2006.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Danau Talang,danau,Sumatera Barat,Solok,-1.011944,100.7,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Danau_Talang.jpg/960px-Danau_Talang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Danau Tasikardi,danau,Banten,Kota Serang,-6.053889,106.143333,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Danau_Tasikardi-5.jpg/960px-Danau_Tasikardi-5.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Danau%20Tasikardi-5.jpg?width=800
Situ Lengkong,danau,Jawa Barat,Garut,-7.1275,108.2725,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Boats_on_Situ_Lengkong%2C_Ciamis_2017-03-11_02.jpg/960px-Boats_on_Situ_Lengkong%2C_Ciamis_2017-03-11_02.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Het%20Pendjaloe%20meer.%20TMnr%2060002480.jpg?width=800
Telaga Sarangan,danau,Jawa Tengah,Kota Surakarta,-7.677778,111.218333,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Telaga_Sarangan_dan_Gunung_Lawu_-_Maret_2026.jpg/960px-Telaga_Sarangan_dan_Gunung_Lawu_-_Maret_2026.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Waduk Cipancuh,danau,Jawa Barat,Sumedang,-6.496111,107.948333,,https://upload.wikimedia.org/wikipedia/id/thumb/9/94/Wadukan.JPG/960px-Wadukan.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Ranu Tompe,danau,Jawa Timur,Kota Malang,-8.046667,112.962778,,https://upload.wikimedia.org/wikipedia/id/0/02/Ranutompe.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Danau Batur,danau,Bali,Bangli,-8.2569,115.4088,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Mount_batur_and_lake.jpg/960px-Mount_batur_and_lake.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Batur%20%26%20Mount%20Abang%202013-11-10%20%2810849153196%29.jpg?width=800
Danau Tamblingan,danau,Bali,Buleleng,-8.257056,115.097003,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Lake_Tamblingan.jpg/960px-Lake_Tamblingan.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Tamblingan.jpg?width=800
Danau Galela,danau,Maluku Utara,Halmahera Utara,1.81773,127.81181,,
Situ Lembang,danau,Jawa Barat,Kota Bandung,-6.740278,107.576667,,https://commons.wikimedia.org/wiki/Special:FilePath/Geese%20in%20Situ%20Lembang.jpg?width=800
Telaga Menjer,danau,Jawa Tengah,Wonosobo,-7.268611,109.925556,,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Telaga_Menjer.jpg/960px-Telaga_Menjer.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Waduk Dawuhan,danau,Jawa Tengah,Kota Surakarta,-7.597778,111.628889,,https://upload.wikimedia.org/wikipedia/id/thumb/f/f5/Waduk_Dawuhan_Wonoasri.jpg/960px-Waduk_Dawuhan_Wonoasri.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Waduk Pluit,danau,DKI Jakarta,Jakarta Utara,-6.117222,106.799722,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/View_muara_waduk_pluit_-_panoramio.jpg/960px-View_muara_waduk_pluit_-_panoramio.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Danau Melintang,danau,Kalimantan Timur,Kutai Barat,-0.300556,116.338611,,
Danau Dendam Tak Sudah,danau,Sumatera Selatan,Kota Lubuklinggau,-3.8008,102.307589,,https://upload.wikimedia.org/wikipedia/commons/c/cf/Siska_Yuniati_at_Lake_Dendam_Tak_Sudah.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Danau Sembuluh,danau,Kalimantan Tengah,Seruyan,-2.72864,112.368497,,https://upload.wikimedia.org/wikipedia/commons/f/f2/Sembuluh_lake%2C_Bangkal%2C_and_MS-1_from_airplane_view.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Danau Pauh,danau,Sumatera Barat,Pesisir Selatan,-2.56311,101.82484,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Danau_pauh_merangin.jpg/960px-Danau_pauh_merangin.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Waduk Prijetan,danau,Jawa Timur,Kota Surabaya,-7.223056,112.213056,,
Danau Siais,danau,Sumatera Utara,Kota Padangsidimpuan,1.319444,99.008611,,
Danau Mawang,danau,Sulawesi Selatan,Kota Makassar,-5.22,119.4975,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Danau_Mawang_Gowa.jpg/960px-Danau_Mawang_Gowa.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Situ Kemang,danau,Jawa Barat,Bogor,-6.497222,106.747222,,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Situ_Kemang.jpg/960px-Situ_Kemang.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Situ%20Kemang.jpg?width=800
Danau Cangkuang,danau,Jawa Barat,Garut,-7.106111,107.921389,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Situ_Cangkuang%2C_Leles%2C_Garut%2C_Indonesia.jpg/960px-Situ_Cangkuang%2C_Leles%2C_Garut%2C_Indonesia.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Situ%20Cangkuang%2C%20Leles%2C%20Garut%2C%20Indonesia.jpg?width=800
Situ Cikaret,danau,Banten,Kota Tangerang Selatan,-6.468889,106.835278,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Situ_cikaret.jpg/960px-Situ_cikaret.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Situ%20cikaret.jpg?width=800
Situ Rawa Cipondoh,danau,DKI Jakarta,Jakarta Utara,-6.2,106.674722,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Situ_Cipondoh_Sunset.jpeg/960px-Situ_Cipondoh_Sunset.jpeg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Situ Cibinong,danau,Jawa Barat,Bogor,-6.469444,106.856944,,https://upload.wikimedia.org/wikipedia/commons/b/ba/Situ_cibinong.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Situ%20cibinong.png?width=800
Waduk Gedangkulut,danau,Jawa Timur,Kota Surabaya,-7.1975,112.524167,,
Bendungan Selorejo,danau,Jawa Timur,Batu,-7.865278,112.361111,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Mencari_Ikan_di_Waduk_Selorejo.jpg/960px-Mencari_Ikan_di_Waduk_Selorejo.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Danau Tendetung,danau,Sulawesi Tengah,Banggai,-1.420278,123.468056,,
Situ Tonjong,danau,Jawa Barat,Bogor,-6.493611,106.766111,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Situ_tonjong.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Situ%20tonjong.jpg?width=800
Danau Tambing,danau,Sulawesi Tengah,Poso,-1.3275,120.3072,,https://upload.wikimedia.org/wikipedia/commons/2/2e/Lake_Tambing%2C_October_2016.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Tambing%2C%20October%202016.jpg?width=800
Waduk Nglangon,danau,Jawa Tengah,Kota Surakarta,-7.1725,111.139444,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Pintu_Air_Waduk_Nglangon_Kradenan%2C_Grobogan%2C_Central_Java_58182%2C_Indonesia_-_panoramio.jpg/960px-Pintu_Air_Waduk_Nglangon_Kradenan%2C_Grobogan%2C_Central_Java_58182%2C_Indonesia_-_panoramio.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
Situ Buleud,danau,Jawa Barat,Karawang,-6.556944,107.446111,,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Situ_Buleud_03.jpg/960px-Situ_Buleud_03.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Situ%20Buleud%2003.jpg?width=800
Danau Calo,danau,Jambi,Kota Jambi,-2.957563,103.986906,,
Danau Sipin,danau,Jambi,Kota Jambi,-1.598889,103.579722,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Danau_sipin.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Danau%20Sipin%202.jpg?width=800
Danau Rayo,danau,Jambi,Batanghari,-2.640218,102.880509,,
Sanghyang Heuleut,danau,Jawa Barat,Cianjur,-6.876436,107.34176,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Sanghyang_Heuleut_Lake_Is_Hidden_Paradise_at_West_Java.jpg/960px-Sanghyang_Heuleut_Lake_Is_Hidden_Paradise_at_West_Java.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Sanghyang%20Heuleut%20Lake%20Is%20Hidden%20Paradise%20at%20West%20Java.jpg?width=800
Situ Salabenda,danau,Jawa Barat,Bogor,-6.522928,106.757891,,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Situ_Salabenda.png/960px-Situ_Salabenda.png?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Situ%20Salabenda.png?width=800
Situ Jampang Pulo,danau,Jawa Barat,Bogor,-6.470955,106.721663,,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Situ_Danau_Pulau_Indah_atau_lebih_dikenal_Situ_Jampang_Pulo.jpg/960px-Situ_Danau_Pulau_Indah_atau_lebih_dikenal_Situ_Jampang_Pulo.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Situ%20Danau%20Pulau%20Indah%20atau%20lebih%20dikenal%20Situ%20Jampang%20Pulo.jpg?width=800
Danau Biru Cisoka,danau,Banten,Kota Tangerang Selatan,-6.277718,106.431251,,
Danau Seran,danau,Kalimantan Tengah,Kota Palangka Raya,-3.49048,114.79036,,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Danau_Seran%2C_Banjarbaru.jpg/960px-Danau_Seran%2C_Banjarbaru.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Danau%20Seran%2C%20Banjarbaru%202.jpg?width=800
Danau Paisupok,danau,Sulawesi Tengah,Banggai Kepulauan,-1.21747,122.972747,,
Danau Silosung,danau,Sumatera Utara,Toba,2.269564,98.824868,,
Gunung Sorik Marapi,gunung,Sumatera Utara,Kota Padangsidimpuan,0.686,99.539,,https://upload.wikimedia.org/wikipedia/commons/0/03/Sorikmarapi.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Sorikmarapi.jpg?width=800
Gunung Seulawah Agam,gunung,Aceh,Kota Banda Aceh,5.448,95.658,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Seulawaih_Agam.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Seulawaih%20Agam.jpg?width=800
Gunung Merbabu,gunung,Jawa Tengah,Boyolali,-7.455,110.44,,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/MtmerbabuA45d.jpg/960px-MtmerbabuA45d.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Pemandangan%20Merbabu%20dari%20Kota%20Salatiga%20%281%29.jpg?width=800
Gunung Tambora,gunung,Nusa Tenggara Barat,Sumbawa,-8.245278,117.992778,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Mount_Tambora_Volcano%2C_Sumbawa_Island%2C_Indonesia.jpg/960px-Mount_Tambora_Volcano%2C_Sumbawa_Island%2C_Indonesia.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Caldera%20Mt%20Tambora%20Sumbawa%20Indonesia.jpg?width=800
Gunung Telomoyo,gunung,Jawa Tengah,Kota Magelang,-7.37,110.4,,https://upload.wikimedia.org/wikipedia/commons/8/89/Ketep_Pass11.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Road%20to%20the%20summit%20of%20Mount%20Telomoyo.jpg?width=800
Gunung Maras,gunung,Sumatera Selatan,Banyuasin,-1.883333,105.833333,,https://upload.wikimedia.org/wikipedia/commons/0/02/Bukit-maras_20171129_202526.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
Gunung Telaga Bodas,gunung,Jawa Barat,Garut,-7.208,108.07,,https://upload.wikimedia.org/wikipedia/commons/2/22/Talagabodas.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Talagabodas.jpg?width=800
Gunung Batur,gunung,Bali,Bangli,-8.241944,115.375,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Mount_Batur.JPG/960px-Mount_Batur.JPG?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Batur2.JPG?width=800
Gunung Tandikat,gunung,Sumatera Barat,Kota Bukittinggi,-0.432583,100.317136,,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/The_Peak_of_Mount_Tandikat.jpg/960px-The_Peak_of_Mount_Tandikat.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Tandikat-Singgalang.jpg?width=800
Gunung Bandahara,gunung,Aceh,Aceh Tenggara,3.74945,97.78261,,
Gunung Geureudong,gunung,Aceh,Aceh Tengah,4.8105,96.8169,,https://upload.wikimedia.org/wikipedia/commons/a/a3/Bur_ni_Telong.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Bur%20ni%20Telong.jpg?width=800
Rinjani,gunung,Nusa Tenggara Barat,Lombok Timur,-8.416667,116.466667,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/KAGAGAHAN_RIJANI.jpg/960px-KAGAGAHAN_RIJANI.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gunung%20Rinjani%20dari%20Jalur%20Sembalun.jpg?width=800
Gunung Perkison,gunung,Aceh,Aceh Tenggara,3.62225,97.858333,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Puncak_Gunung_Perkison.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Puncak%20Gunung%20Perkison.jpg?width=800
Gunung Palung,gunung,Kalimantan Barat,Ketapang,-1.2117,110.14,,
Gunung Agung,gunung,Bali,Karangasem,-8.341944,115.507778,,https://upload.wikimedia.org/wikipedia/commons/c/c5/Agung_usgs.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Agung%2C%20November%202017%20eruption%20-%2027%20Nov%202017%2003.jpg?width=800
Bukit Beriti Besar,gunung,Sumatera Selatan,Musi Rawas,-3.265442,102.264805,,https://commons.wikimedia.org/wiki/Special:FilePath/Belirang-Beriti.jpg?width=800
Gunung Soputan,gunung,Sulawesi Utara,Kota Tomohon,1.112,124.736,,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/The_Volcano_Disaster_Assistance_Program_%28VDAP%29_%284950156736%29.jpg/960px-The_Volcano_Disaster_Assistance_Program_%28VDAP%29_%284950156736%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Soputan.jpg?width=800
Gunung Awu,gunung,Sulawesi Utara,Kepulauan Sangihe,3.68128,125.45387,,https://upload.wikimedia.org/wikipedia/commons/6/6a/Mount_Awu_Crater.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled|https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Awu%20Crater.jpg?width=800
Gunung Arjuno,gunung,Jawa Timur,Batu,-7.765,112.589722,,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Arjuno-Welirang_from_Mount_Penanggungan_by_Harris_Frilingga_K.jpg/960px-Arjuno-Welirang_from_Mount_Penanggungan_by_Harris_Frilingga_K.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Arjuna.jpg?width=800
Gunung Malabar,gunung,Jawa Barat,Kota Bandung,-7.13,107.65,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Gunung_Malabar.jpg/960px-Gunung_Malabar.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Landschap%20met%20gezicht%20op%20de%20Goenoeng%20Malabar%20TMnr%2060011494.jpg?width=800
Gunung Bromo,gunung,Jawa Timur,Kota Malang,-7.943056,112.953889,,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Mount_Bromo_at_sunrise%2C_showing_its_volcanoes_and_Mount_Semeru_%28background%29.jpg/960px-Mount_Bromo_at_sunrise%2C_showing_its_volcanoes_and_Mount_Semeru_%28background%29.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Bromo%20closeup%20on%20sunrise%202.jpg?width=800
Gunung Gede,gunung,Jawa Barat,Cianjur,-6.788333,106.981667,,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Mount_Gede_01.jpg/960px-Mount_Gede_01.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail|https://commons.wikimedia.org/wiki/Special:FilePath/Gede%20seen%20from%20Cilaku.jpg?width=800
Gunung Nglanggeran,gunung,Jawa Tengah,Boyolali,-7.8397,110.5483,,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Bukit_Nglanggeran.jpg/960px-Bukit_Nglanggeran.jpg?utm_source=id.wikipedia.org&utm_campaign=api&utm_content=thumbnail
